Name,Ticker,Pricing Source,Security Type,Market Sector,BBGID,BBGID Composite,BSID,Unique ID
PIPER JAFFRAY COS,PJC,UN,Common Stock,Equity,BBG000FQXG76,BBG000FQXC75,627065838143,EQ0000000000880836
NUVEEN TX-ADV TOT RET STR FD,JTA,UN,Closed-End Fund,Equity,BBG000GLSX66,BBG000GLSTS1,627065839892,EQ0000000000888580
HILLTOP HOLDINGS INC,HTH,UN,Common Stock,Equity,BBG000GM7657,BBG000GM73Y2,627065839970,EQ0000000000889000
LMP CAPITAL AND INCOME FUND,SCD,UN,Closed-End Fund,Equity,BBG000GM7QX2,BBG000GM7NW0,627065839971,EQ0000000000889012
GENWORTH FINANCIAL INC-CL A,GNW,UN,Common Stock,Equity,BBG000J5Q990,BBG000J5Q6L2,627065847257,EQ0000000000924672
NUVEEN FLOAT RATE INC FD,JFR,UN,Closed-End Fund,Equity,BBG000JS9YC0,BBG000JS9VM5,627065851031,EQ0000000000939640
CBRE CLARION GL R/E INCOME F,IGR,UN,Closed-End Fund,Equity,BBG000JSF518,BBG000JSF386,627065851039,EQ0000000000939680
EATON VANCE T/A GL DVD INCM,ETG,UN,Closed-End Fund,Equity,BBG000JSBFN6,BBG000JSBCL5,627065851032,EQ0000000000939700
WAGEWORKS INC,WAGE,UN,Common Stock,Equity,BBG001NMDTY8,BBG000JV1ZZ3,627067196912,EQ0000000000941415
MAIN STREET CAPITAL CORP,MAIN,UN,Common Stock,Equity,BBG000BXT663,BBG000BXT422,627066966745,EQ0000000000956032
ARBOR REALTY TRUST INC,ABR,UN,REIT,Equity,BBG000KMVGS8,BBG000KMVDV1,627065858229,EQ0000000000957856
MACQUARIE/FT GL INT/UT DV IN,MFD,UN,Closed-End Fund,Equity,BBG000KWVHB2,BBG000KWVBS7,627065859097,EQ0000000000963243
BLACKROCK ENH CAP AND INC,CII,UN,Closed-End Fund,Equity,BBG000L0QH45,BBG000L0QDX2,627065859771,EQ0000000000966084
TORTOISE ENERGY INFRASTRUCTU,TYG,UN,Closed-End Fund,Equity,BBG000L1GTR3,BBG000L1GR60,627065859837,EQ0000000000966172
KOSMOS ENERGY LTD,KOS,UN,Common Stock,Equity,BBG001DF4PB7,BBG000L2Q7C4,627067006863,EQ0000000000967059
WELLCARE HEALTH PLANS INC,WCG,UN,Common Stock,Equity,BBG000CLVNV0,BBG000CLVM51,627065819956,EQ0000000000974570
CBRE GROUP INC - A,CBG,UN,Common Stock,Equity,BBG000C043Q6,BBG000C04224,627065824767,EQ0000000000974742
SEMICONDUCTOR MANUFACT-ADR,SMI,UN,ADR,Equity,BBG000LBQR12,BBG000LBQM77,627065861653,EQ0000000000979332
COHEN & STEERS INFRASTRUCTUR,UTF,UN,Closed-End Fund,Equity,BBG000LC5VR6,BBG000LC5QR7,627065861682,EQ0000000000979472
JOHN HANCOCK T/A DVD INCOME,HTD,UN,Closed-End Fund,Equity,BBG000BLQ4K1,BBG000BLQ378,627065777257,EQ0000000000981464
WA/CLAY US INFL-LKD OPP&INC,WIW,UN,Closed-End Fund,Equity,BBG000BSK8B3,BBG000BSK789,627065793480,EQ0000000000984344
EATON VANCE TAX ADV GL DVD O,ETO,UN,Closed-End Fund,Equity,BBG000LYZCF0,BBG000LYY7Z0,627065864950,EQ0000000001014711
HOLLY ENERGY PARTNERS LP,HEP,UN,MLP,Equity,BBG000C4Q259,BBG000C4Q0W3,627065817721,EQ0000000001017267
EPAM SYSTEMS INC,EPAM,UN,Common Stock,Equity,BBG001QZ9SB8,BBG000MHTV89,627067091825,EQ0000000001022695
LIFE TIME FITNESS INC,LTM,UN,Common Stock,Equity,BBG000C0CHT3,BBG000C0CF62,627065810242,EQ0000000001027372
CABELA'S INC,CAB,UN,Common Stock,Equity,BBG000C8BTM8,BBG000C89QJ1,627065819355,EQ0000000001031031
T-MOBILE US INC,TMUS,UN,Common Stock,Equity,BBG000NDV3W9,BBG000NDV1D4,627066421454,EQ0000000001040791
COHEN & STEERS INC,CNS,UN,Common Stock,Equity,BBG000BB0YC4,BBG000BB0WG4,627065739266,EQ0000000001043284
KITE REALTY GROUP TRUST,KRG,UN,REIT,Equity,BBG000BC2MV5,BBG000BC2KW8,627065743768,EQ0000000001062756
STONEMOR PARTNERS LP,STON,UN,MLP,Equity,BBG000P0S4V8,BBG000P0S260,627065873991,EQ0000000001064575
HOSPIRA INC,HSP,UN,Common Stock,Equity,BBG000P1FBH0,BBG000P1F8Q7,627065874190,EQ0000000001065214
DOMINO'S PIZZA INC,DPZ,UN,Common Stock,Equity,BBG000P46CJ0,BBG000P458P3,627065874706,EQ0000000001067610
BILL BARRETT CORP,BBG,UN,Common Stock,Equity,BBG000BMYNL7,BBG000BMYLC1,627065780736,EQ0000000001075630
XERIUM TECHNOLOGIES INC,XRM,UN,Common Stock,Equity,BBG000PFV1J1,BBG000PFTZH1,627065877133,EQ0000000001082764
LAZARD GLOBAL TOT RT & INC,LGI,UN,Closed-End Fund,Equity,BBG000PK01C1,BBG000PJZYQ9,627065877746,EQ0000000001085441
AMERICAN CAMPUS COMMUNITIES,ACC,UN,REIT,Equity,BBG000M9KS83,BBG000M9KP89,627065866151,EQ0000000001090612
ADVENT/CLAYMORE ENH GR & INC,LCM,UN,Closed-End Fund,Equity,BBG000PMZRB3,BBG000PMZQ07,627065878983,EQ0000000001092849
FIRST TRUST SENIOR FLOATING,FCT,UN,Closed-End Fund,Equity,BBG000PP5RZ3,BBG000PP5PY8,627065879854,EQ0000000001095799
W&T OFFSHORE INC,WTI,UN,Common Stock,Equity,BBG000FFFTV5,BBG000FFFQR6,627065880320,EQ0000000001100412
CENCOSUD SA - ADR,CNCO,UN,ADR,Equity,BBG000PQG7L8,BBG000PQG5C2,627065880699,EQ0000000001101997
BIOMED REALTY TRUST INC,BMR,UN,REIT,Equity,BBG000PRTRN6,BBG000PRTQ30,627065881359,EQ0000000001105679
EXTRA SPACE STORAGE INC,EXR,UN,REIT,Equity,BBG000PV29R2,BBG000PV27K3,627065882385,EQ0000000001113281
ENERSYS,ENS,UN,Common Stock,Equity,BBG000PWTFF0,BBG000PWTD92,627065883228,EQ0000000001117554
GLOBAL CASH ACCESS HOLDINGS,GCA,UN,Common Stock,Equity,BBG000H1B6R3,BBG000H1B407,627065884119,EQ0000000001121614
HALCON RESOURCES CORP,HK,UN,Common Stock,Equity,BBG000BKFF02,BBG000BKFCN4,627065773445,EQ0000000001123832
NEW YORK & CO,NWY,UN,Common Stock,Equity,BBG000B9XF07,BBG000B9XC04,627065780482,EQ0000000001125254
YOUNAN PROPERTIES INC,YPI,UN,Common Stock,Equity,BBG000BRZSP0,BBG000BRZQ56,627072294376,EQ0000000001127168
SHIP FINANCE INTL LTD,SFL,UN,Common Stock,Equity,BBG000BW24R6,BBG000BW22R0,627065798660,EQ0000000001129194
GOL LINHAS AEREAS INTEL-ADR,GOL,UN,ADR,Equity,BBG000H2WX53,BBG000H2WS18,627065842185,EQ0000000001141772
MACQUARIE INFRASTRUCTURE CO,MIC,UN,Common Stock,Equity,BBG000M35L60,BBG000M34GG1,627065865490,EQ0000000001149458
POLYPORE INTERNATIONAL INC,PPO,UN,Common Stock,Equity,BBG000BBBRH2,BBG000BBBQ84,627066783845,EQ0000000001149486
KAYNE ANDERSON MLP INVESTMEN,KYN,UN,Closed-End Fund,Equity,BBG000PW7XS1,BBG000PW7V96,627065882953,EQ0000000001158598
GFI GROUP INC,GFIG,UN,Common Stock,Equity,BBG000FJ9H13,BBG000FJ9DN8,627065884349,EQ0000000001159904
FIRST TRUST ENH EQUITY INC,FFA,UN,Closed-End Fund,Equity,BBG000PZFY30,BBG000PZFW98,627065884541,EQ0000000001160768
MEDICAL PROPERTIES TRUST INC,MPW,UN,REIT,Equity,BBG000BGRDL0,BBG000BGRB25,627065762666,EQ0000000001164142
WESTERN ALLIANCE BANCORP,WAL,UN,Common Stock,Equity,BBG000Q1KHQ0,BBG000Q1KFH4,627065886250,EQ0000000001172190
EATON VANCE FLOAT RT INC TR,EFT,UN,Closed-End Fund,Equity,BBG000Q1LC53,BBG000Q1L8V3,627065886277,EQ0000000001172474
WHITESTONE REIT,WSR,UN,REIT,Equity,BBG000Q2BYJ9,BBG000Q2BVH7,627066720091,EQ0000000001182206
BLACKROCK FLT RT INC,BGT,UN,Closed-End Fund,Equity,BBG000BWNGD1,BBG000BWND57,627065800113,EQ0000000001184190
LG DISPLAY CO LTD-ADR,LPL,UN,ADR,Equity,BBG000FJ0VC9,BBG000FJ0RK9,627065883911,EQ0000000001185377
NUVEEN FLT RATE INC OPP FD,JRO,UN,Closed-End Fund,Equity,BBG000Q2J1B1,BBG000Q2HZK8,627065887892,EQ0000000001185605
REGIONS FINANCIAL CORP,RF,UN,Common Stock,Equity,BBG000Q3JQJ6,BBG000Q3JN03,627065889760,EQ0000000001199024
SUNSTONE HOTEL INVESTORS INC,SHO,UN,REIT,Equity,BBG000Q3TTW4,BBG000Q3TSJ1,627065890437,EQ0000000001207079
HILL INTERNATIONAL INC,HIL,UN,Common Stock,Equity,BBG000Q3X8H2,BBG000Q3X4V5,627065890493,EQ0000000001207555
BELDEN INC,BDC,UN,Common Stock,Equity,BBG000Q4XQV4,BBG000Q4XNV1,627065892090,EQ0000000001224613
ORMAT TECHNOLOGIES INC,ORA,UN,Common Stock,Equity,BBG000Q5BSH7,BBG000Q5BQ63,627065892709,EQ0000000001231650
MADISON COVERED CALL & EQUIT,MCN,UN,Closed-End Fund,Equity,BBG000P8QBG4,BBG000P8Q8D4,627065875712,EQ0000000001232594
THOMPSON CREEK METALS CO INC,TC,UN,Common Stock,Equity,BBG000H6V3Y9,BBG000H6V0Z4,627065893003,EQ0000000001234192
GENERAL STEEL HOLDINGS INC,GSI,UN,Common Stock,Equity,BBG000BCJ8W7,BBG000BCJ7H6,627065746508,EQ0000000001246428
CUBESMART,CUBE,UN,REIT,Equity,BBG000HF2BJ0,BBG000HF28Q9,627065843544,EQ0000000001252853
DIGITAL REALTY TRUST INC,DLR,UN,REIT,Equity,BBG000Q5ZSC6,BBG000Q5ZRM7,627065893566,EQ0000000001254338
QUAD GRAPHICS INC,QUAD,UN,Common Stock,Equity,BBG000FC42D3,BBG000FC3ZL2,627067371470,EQ0000000001261217
HEARTLAND PAYMENT SYSTEMS IN,HPY,UN,Common Stock,Equity,BBG000FYZW63,BBG000FYZSV4,627065894627,EQ0000000001264071
BUILD-A-BEAR WORKSHOP INC,BBW,UN,Common Stock,Equity,BBG000H8XTM9,BBG000H8XPS1,627065895005,EQ0000000001268806
CPFL ENERGIA SA-ADR,CPL,UN,ADR,Equity,BBG000BB1LQ6,BBG000BB1JM5,627065739292,EQ0000000001286511
BLUELINX HOLDINGS INC,BXC,UN,Common Stock,Equity,BBG000GZH3P2,BBG000GZGZR0,627065841799,EQ0000000001298810
LAS VEGAS SANDS CORP,LVS,UN,Common Stock,Equity,BBG000JWDCN2,BBG000JWD753,627065851850,EQ0000000001305919
KNOLL INC,KNL,UN,Common Stock,Equity,BBG000N7N609,BBG000N7N3S6,627065869236,EQ0000000001314914
AECOM TECHNOLOGY CORP,ACM,UN,Common Stock,Equity,BBG000F61TD0,BBG000F61RJ8,627065871171,EQ0000000001316664
HUNTSMAN CORP,HUN,UN,Common Stock,Equity,BBG000NS28G5,BBG000NS26Q8,627065871896,EQ0000000001317092
FIRST TRUST ABERDEEN GLOBAL,FAM,UN,Closed-End Fund,Equity,BBG000PSMBW6,BBG000PSM933,627065881789,EQ0000000001324460
PIMCO INCOME STRATEGY FD II,PFN,UN,Closed-End Fund,Equity,BBG000BMPDQ4,BBG000BMPCC1,627065780094,EQ0000000001329496
TATA MOTORS LTD-SPON ADR,TTM,UN,ADR,Equity,BBG000PVGHG1,BBG000PVGDH9,627065895943,EQ0000000001333026
NUVEEN S&P 500 BUY-WRITE INC,BXMX,UN,Closed-End Fund,Equity,BBG000Q90PZ7,BBG000Q90NL7,627065896023,EQ0000000001333778
EDUCATION REALTY TRUST INC,EDR,UN,REIT,Equity,BBG000Q98QZ7,BBG000Q98NQ4,627065896390,EQ0000000001337417
WESTERN ASSET VARIABLE RATE,GFY,UN,Closed-End Fund,Equity,BBG000BCXFN5,BBG000BCXCP0,627065749439,EQ0000000001337425
EATON VANCE ENHANCED EQ INCM,EOI,UN,Closed-End Fund,Equity,BBG000BH9C03,BBG000BH97J4,627065763339,EQ0000000001337453
LINKEDIN CORP - A,LNKD,UN,Common Stock,Equity,BBG001FC5TR6,BBG000Q9HH23,627067093013,EQ0000000001341735
HERBALIFE LTD,HLF,UN,Common Stock,Equity,BBG000MM5YX0,BBG000MM5VL9,627065867102,EQ0000000001347364
MECHEL-SPONSORED ADR,MTL,UN,ADR,Equity,BBG000Q9WHH0,BBG000Q9WGP3,627065897142,EQ0000000001349917
SILVER WHEATON CORP,SLW,UN,Common Stock,Equity,BBG000PVRG80,BBG000PVRDL2,627065897447,EQ0000000001353342
PIONEER FLOATING RATE TRUST,PHD,UN,Closed-End Fund,Equity,BBG000QC6L56,BBG000QC6JH8,627065898755,EQ0000000001367957
COLUMBIA PROPERTY TRUST INC,CXP,UN,REIT,Equity,BBG005D26SV7,BBG000QCCGH7,627066696002,EQ0000000001369838
MOSAIC CO/THE,MOS,UN,Common Stock,Equity,BBG000BFXLX4,BBG000BFXHL6,627086968687,EQ0000000001370586
SELECT MEDICAL HOLDINGS CORP,SEM,UN,Common Stock,Equity,BBG000QCHP00,BBG000QCHMH9,627066783883,EQ0000000001371518
NEENAH PAPER INC,NP,UN,Common Stock,Equity,BBG000QCQB74,BBG000QCQ764,627065899229,EQ0000000001373679
BLACKROCK ENRGY & RES,BGR,UN,Closed-End Fund,Equity,BBG000QD1RR2,BBG000QD1Q85,627065899531,EQ0000000001377573
NORTHWESTERN CORP,NWE,UN,Common Stock,Equity,BBG000Q1NP16,BBG000Q1NMJ4,627065886381,EQ0000000001391223
PRESTIGE BRANDS HOLDINGS INC,PBH,UN,Common Stock,Equity,BBG000QM0V85,BBG000QM0RZ4,627065901829,EQ0000000001457406
WEX INC,WEX,UN,Common Stock,Equity,BBG000BVZRD6,BBG000BVZP59,627065798534,EQ0000000001471359
FLEETCOR TECHNOLOGIES INC,FLT,UN,Common Stock,Equity,BBG0014KPDL9,BBG000GPXKX9,627067197855,EQ0000000001480013
FIDUCIARY/CLAYMORE MLP OPPOR,FMO,UN,Closed-End Fund,Equity,BBG000QPJPM5,BBG000QPJNJ4,627065905463,EQ0000000001518817
RETAIL PROPERTIES OF AME - A,RPAI,UN,REIT,Equity,BBG001J2Q2L6,BBG000QQFVK6,627066933421,EQ0000000001536146
CELANESE CORP-SERIES A,CE,UN,Common Stock,Equity,BBG000JYPCR1,BBG000JYP7L8,627065853815,EQ0000000001542303
NAVIOS MARITIME HOLDINGS INC,NM,UN,Common Stock,Equity,BBG000QQV9V5,BBG000QQV8V7,627065906953,EQ0000000001543230
EATON VANCE ENH EQT INC II,EOS,UN,Closed-End Fund,Equity,BBG000QR2VL7,BBG000QR2TF9,627065907325,EQ0000000001546224
PHH CORP,PHH,UN,Common Stock,Equity,BBG000QR5JH6,BBG000QR5HM4,627065907462,EQ0000000001548422
VERIFONE SYSTEMS INC,PAY,UN,Common Stock,Equity,BBG000QRFQW2,BBG000QRFNK2,627065907560,EQ0000000001549699
ALLIANZGI NFJ DIVIDEND INTER,NFJ,UN,Closed-End Fund,Equity,BBG000QSY1D5,BBG000QSY038,627065910078,EQ0000000001584393
BLACKROCK HEALTH SCIENCES TR,BME,UN,Closed-End Fund,Equity,BBG000QSZ1M4,BBG000QSYZF8,627065910102,EQ0000000001584665
VOYA GLOBAL EQUITY DIVIDEND,IGD,UN,Closed-End Fund,Equity,BBG000QSZBG9,BBG000QSZ9M7,627065910108,EQ0000000001584697
VIRTUS TOTAL RETURN FUND,DCA,UN,Closed-End Fund,Equity,BBG000QSYQ31,BBG000QSYN83,627065910101,EQ0000000001584777
TEEKAY LNG PARTNERS LP,TGP,UN,MLP,Equity,BBG000QT2CX2,BBG000QT29D1,627065910220,EQ0000000001586074
ROCKWOOD HOLDINGS INC,ROC,UN,Common Stock,Equity,BBG000BV3TX5,BBG000BV3SC0,627065797083,EQ0000000001611981
HERCULES TECHNOLOGY GROWTH,HTGC,UN,Common Stock,Equity,BBG000C2RB52,BBG000C2R8K2,627065813744,EQ0000000001629807
EATON VANCE SHORT DUR DIV IN,EVG,UN,Closed-End Fund,Equity,BBG000C6VZP3,BBG000C6VX96,627065818859,EQ0000000001630539
DIANA SHIPPING INC,DSX,UN,Common Stock,Equity,BBG000BV1QF3,BBG000BV1NV2,627065845381,EQ0000000001638924
DIAMONDROCK HOSPITALITY CO,DRH,UN,REIT,Equity,BBG000JKHHW3,BBG000JKHFP5,627065849766,EQ0000000001640665
BRIDGEPOINT EDUCATION INC,BPI,UN,Common Stock,Equity,BBG000C3CSS4,BBG000C3CQP1,627067657582,EQ0000000001655571
TRANSMONTAIGNE PARTNERS LP,TLP,UN,MLP,Equity,BBG000BB8KV5,BBG000BB8J57,627065741363,EQ0000000001656640
DSW INC-CLASS A,DSW,UN,Common Stock,Equity,BBG000CF95Q3,BBG000CF8227,627065883493,EQ0000000001661467
BLACKROCK GLOBAL OPP EQTY TR,BOE,UN,Closed-End Fund,Equity,BBG000CLJNB6,BBG000CLJL39,627065885726,EQ0000000001664809
FIRST TRUST MORTGAGE INCOME,FMY,UN,Closed-End Fund,Equity,BBG000CLL381,BBG000CLL1G6,627065885734,EQ0000000001664821
PIMCO GLOBAL STOCKSPLUS & IN,PGP,UN,Closed-End Fund,Equity,BBG000DF09F5,BBG000DDY482,627065898238,EQ0000000001677065
MADISON STRATEGIC SECTR PREM,MSP,UN,Closed-End Fund,Equity,BBG000DJN8H2,BBG000DJN5P9,627065899157,EQ0000000001681109
ITC HOLDINGS CORP,ITC,UN,Common Stock,Equity,BBG000QDSVC0,BBG000QDST26,627065900266,EQ0000000001683182
CHANNELADVISOR CORP,ECOM,UN,Common Stock,Equity,BBG004FDQ953,BBG000QM5H72,627066784818,EQ0000000001686127
EATON VANCE T/M BUY-WRITE OP,ETV,UN,Closed-End Fund,Equity,BBG000CVWK52,BBG000CVVDD0,627065892052,EQ0000000001695248
KAYNE ANDERSON ENERGY TOT RT,KYE,UN,Closed-End Fund,Equity,BBG000G3HGR2,BBG000G3HDJ8,627065912765,EQ0000000001706193
LAZARD WORLD DIVIDEND & INCO,LOR,UN,Closed-End Fund,Equity,BBG000GFFN01,BBG000GFFL23,627065914134,EQ0000000001724945
EATON VANCE T/M BUY-WR IN,ETB,UN,Closed-End Fund,Equity,BBG000BLQYY0,BBG000BLQY16,627065810204,EQ0000000001728816
WILLIAMS PARTNERS LP,WPZ,UN,MLP,Equity,BBG000BR8TX9,BBG000BR8RY2,627065837446,EQ0000000001736045
ADVANCED DRAINAGE SYSTEMS IN,WMS,UN,Common Stock,Equity,BBG0068SP4V6,BBG000G7CDN9,627067140749,EQ0000000001736409
KAPSTONE PAPER AND PACKAGING,KS,UN,Common Stock,Equity,BBG000DQJXD0,BBG000DQJV99,627065901305,EQ0000000001740263
GLOBAL PARTNERS LP,GLP,UN,MLP,Equity,BBG000GJQSV6,BBG000GJQQ22,627065914707,EQ0000000001747987
MACQUARIE GLOBAL INFR TOT RT,MGU,UN,Closed-End Fund,Equity,BBG000GM1DN8,BBG000GM1BK5,627065915038,EQ0000000001751921
ALON USA ENERGY INC,ALJ,UN,Common Stock,Equity,BBG000GM3T06,BBG000GM3R00,627065915049,EQ0000000001752133
CF INDUSTRIES HOLDINGS INC,CF,UN,Common Stock,Equity,BBG000BWJJP7,BBG000BWJFZ4,627065850663,EQ0000000001758841
DRESSER-RAND GROUP INC,DRC,UN,Common Stock,Equity,BBG000PB7HT1,BBG000PB7F79,627065876259,EQ0000000001759857
GTT COMMUNICATIONS INC,GTT,UN,Common Stock,Equity,BBG000QWDWX9,BBG000QWDVT6,627065915806,EQ0000000001765595
TREEHOUSE FOODS INC,THS,UN,Common Stock,Equity,BBG000GQGLZ2,BBG000GQGJT4,627065915964,EQ0000000001767064
AMERIPRISE FINANCIAL INC,AMP,UN,Common Stock,Equity,BBG000G3QP92,BBG000G3QLY3,627065902276,EQ0000000001799045
ROYAL DUTCH SHELL-SPON ADR-B,RDS/B,UN,ADR,Equity,BBG000QWMY83,BBG000QWMWR6,627065916350,EQ0000000001813404
GREAT WESTERN BANCORP INC,GWB,UN,Common Stock,Equity,BBG007268296,BBG000H20336,627110328234,EQ0000000001830980
EMERGENT BIOSOLUTIONS INC,EBS,UN,Common Stock,Equity,BBG000GW09K9,BBG000GW06J7,627065916826,EQ0000000001835960
FORTUNA SILVER MINES INC,FSM,UN,Common Stock,Equity,BBG000LDZ7K1,BBG000LDZ482,627065918824,EQ0000000001840433
TAL INTERNATIONAL GROUP INC,TAL,UN,Common Stock,Equity,BBG000HBW965,BBG000HBW5V5,627065919331,EQ0000000001846372
RESOURCE CAPITAL CORP,RSO,UN,REIT,Equity,BBG000HK4W47,BBG000HK4RX6,627065920573,EQ0000000001870017
ROYAL DUTCH SHELL-SPON ADR-A,RDS/A,UN,ADR,Equity,BBG000QXSV09,BBG000QXSSS6,627065920729,EQ0000000001871630
VOYA GLOBAL ADVANTAGE AND PR,IGA,UN,Closed-End Fund,Equity,BBG000HRYB63,BBG000HRY771,627065921644,EQ0000000001885256
SEASPAN CORP,SSW,UN,Common Stock,Equity,BBG000HVQCC4,BBG000HVQ9Q6,627065922139,EQ0000000001890690
GUGGENHEIM ENHANCED EQUITY I,GPM,UN,Closed-End Fund,Equity,BBG000C1GYM7,BBG000C1GX12,627065869600,EQ0000000001894782
BLACKROCK ENHANCED EQUITY DI,BDJ,UN,Closed-End Fund,Equity,BBG000BZQ8Z5,BBG000BZQ7P8,627065864354,EQ0000000001907740
ACCO BRANDS CORP,ACCO,UN,Common Stock,Equity,BBG000J06ND7,BBG000J06K07,627065923142,EQ0000000001910217
CLEAR CHANNEL OUTDOOR-CL A,CCO,UN,Common Stock,Equity,BBG000J468X0,BBG000J453J8,627065923887,EQ0000000001922244
BROOKDALE SENIOR LIVING INC,BKD,UN,Common Stock,Equity,BBG000J4L4J8,BBG000J4L211,627065923922,EQ0000000001922600
ATLANTIC POWER CORP,AT,UN,Common Stock,Equity,BBG000QZ9KG2,BBG000QZ9GM4,627065924294,EQ0000000001925833
BOARDWALK PIPELINE PARTNERS,BWP,UN,MLP,Equity,BBG000C4Z188,BBG000C4YZ75,627065878947,EQ0000000001931865
SEADRILL LTD,SDRL,UN,Common Stock,Equity,BBG000BKQ619,BBG000BKQ3V3,627065803242,EQ0000000001939205
EATON VANCE TAX MAN GLBL BR,ETW,UN,Closed-End Fund,Equity,BBG000BQJ3B0,BBG000BQJ0Y1,627065833244,EQ0000000001948218
UNDER ARMOUR INC-CLASS A,UA,UN,Common Stock,Equity,BBG000BXM875,BBG000BXM6V2,627065857257,EQ0000000001953640
MASTERCARD INC-CLASS A,MA,UN,Common Stock,Equity,BBG000F20WW2,BBG000F1ZSQ2,627065869165,EQ0000000001961140
LEIDOS HOLDINGS INC,LDOS,UN,Common Stock,Equity,BBG000C23RG1,BBG000C23PB0,627065871682,EQ0000000001961981
ENERGY TRANSFER EQUITY LP,ETE,UN,MLP,Equity,BBG000BM2JF8,BBG000BM2FL9,627065811590,EQ0000000001964384
KOPPERS HOLDINGS INC,KOP,UN,Common Stock,Equity,BBG000QDQTD6,BBG000QDQR59,627065900204,EQ0000000001980998
REGENCY ENERGY PARTNERS LP,RGP,UN,MLP,Equity,BBG000FGBBZ2,BBG000FG96D0,627065908718,EQ0000000001989065
DCP MIDSTREAM PARTNERS LP,DPM,UN,MLP,Equity,BBG000BB3FZ7,BBG000BB3CT1,627065739795,EQ0000000001992302
DHT HOLDINGS INC,DHT,UN,Common Stock,Equity,BBG000G3S120,BBG000G3RXX7,627065912801,EQ0000000001999310
CHIPOTLE MEXICAN GRILL INC,CMG,UN,Common Stock,Equity,BBG000QX7705,BBG000QX74T1,627065919176,EQ0000000002069472
BLACKROCK ENHANCED GOVT FUND,EGF,UN,Closed-End Fund,Equity,BBG000HZ1J19,BBG000HZ1GZ8,627065922888,EQ0000000002075173
TERADATA CORP,TDC,UN,Common Stock,Equity,BBG000R0L737,BBG000R0L5J4,627067069015,EQ0000000002077846
AEGEAN MARINE PETROLEUM NETW,ANW,UN,Common Stock,Equity,BBG000KXYZ72,BBG000KXYX77,627065933023,EQ0000000002111955
NUVEEN S&P 500 DYNAMIC OVERW,SPXX,UN,Closed-End Fund,Equity,BBG000KZ4CK6,BBG000KZ47S9,627065933241,EQ0000000002114428
COPA HOLDINGS SA-CLASS A,CPA,UN,Common Stock,Equity,BBG000C298Z6,BBG000C29813,627065872181,EQ0000000002126372
LIVE NATION ENTERTAINMENT IN,LYV,UN,Common Stock,Equity,BBG000FQ8195,BBG000FQ7YR4,627065910474,EQ0000000002145888
COMPASS DIVERSIFIED HOLDINGS,CODI,UN,MLP,Equity,BBG000L35ND9,BBG000L35KD5,627065933913,EQ0000000002167608
TRANSDIGM GROUP INC,TDG,UN,Common Stock,Equity,BBG000L8DFM6,BBG000L8CBX4,627065934592,EQ0000000002176380
WESTERN REFINING INC,WNR,UN,Common Stock,Equity,BBG000BB91G3,BBG000BB8ZF0,627065741617,EQ0000000002213510
SALLY BEAUTY HOLDINGS INC,SBH,UN,Common Stock,Equity,BBG000LR8873,BBG000LR8515,627065938022,EQ0000000002215807
TERNIUM SA-SPONSORED ADR,TX,UN,ADR,Equity,BBG000LTPGZ1,BBG000LTPD97,627065938416,EQ0000000002219460
ATLAS ENERGY LP,ATLS,UN,MLP,Equity,BBG000LY7JH4,BBG000LY7GM4,627065939163,EQ0000000002225469
UNITED CONTINENTAL HOLDINGS,UAL,UN,Common Stock,Equity,BBG000M65QD4,BBG000M65M61,627065940773,EQ0000000002256135
GRUPO AEROPORTUARIO PAC-ADR,PAC,UN,ADR,Equity,BBG000R2NSW3,BBG000R2NRT9,627065943530,EQ0000000002267335
EXCO RESOURCES INC,XCO,UN,Common Stock,Equity,BBG000MMR550,BBG000MMR2C9,627065943656,EQ0000000002271294
MUELLER WATER PRODUCTS INC-A,MWA,UN,Common Stock,Equity,BBG000JBCDZ4,BBG000JBC9M7,627065924954,EQ0000000002286179
DELEK US HOLDINGS INC,DK,UN,Common Stock,Equity,BBG000MZV9N8,BBG000MZT6J2,627065946027,EQ0000000002294725
BLACKROCK LNG-TM MUN ADV TST,BTA,UN,Closed-End Fund,Equity,BBG000BWS4V3,BBG000BWS336,627065851794,EQ0000000002327590
FIRST TRUST STRAT HIGH INC 2,FHY,UN,Closed-End Fund,Equity,BBG000CL4451,BBG000CL4246,627065885398,EQ0000000002345703
MODEL N INC,MODN,UN,Common Stock,Equity,BBG00449LX83,BBG000GQ39H3,627068306077,EQ0000000002384669
BANCO MACRO SA-ADR,BMA,UN,ADR,Equity,BBG000Q44X69,BBG000Q44W43,627065947813,EQ0000000002390639
ALLIED WORLD ASSURANCE CO,AWH,UN,Common Stock,Equity,BBG000N8ZCW6,BBG000N8Y8W6,627065947834,EQ0000000002390827
NEXPOINT CREDIT STRATEGIES,NHF,UN,Closed-End Fund,Equity,BBG000ND9F20,BBG000ND9C36,627065948729,EQ0000000002401651
NUSTAR GP HOLDINGS LLC,NSH,UN,MLP,Equity,BBG000NV7FQ6,BBG000NV7BV9,627065951894,EQ0000000002435828
KBR INC,KBR,UN,Common Stock,Equity,BBG000P292S3,BBG000P28YZ6,627065954880,EQ0000000002463916
RHINO RESOURCE PARTNERS LP,RNO,UN,MLP,Equity,BBG0016RKHG4,BBG000P30DX0,627065955107,EQ0000000002466133
